                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6202,                 4.4573,                 4.1638,                0.00239,                0.39404,                0.01117,                 0.0032,                 3.5532,                 3.8998,                 4.0681,               0.070536,              0.0032738,              0.0032738
                      2,                 3.5356,                 4.1727,                 3.9425,                0.00016,                0.14583,                0.00235,                 0.0009,                 3.5217,                 3.6491,                 3.9042,                0.04053,              0.0066019,              0.0066019
                      3,                 3.1271,                 3.8188,                 3.4986,                0.00016,                0.14583,                0.00235,                 0.0009,                 3.3776,                  8.118,                 4.2156,                0.01052,              0.0099246,              0.0099246
                      4,                 2.7231,                 3.4036,                 3.0659,                0.17227,                0.19132,                0.00327,                0.00056,                 3.2638,                 32.205,                 3.7959,               0.009976,               0.009976,               0.009976
                      5,                 2.4887,                 3.0943,                 2.8194,                0.67742,                0.01961,                 0.0083,                0.00224,                 3.0338,                 16.552,                 3.4364,               0.009968,               0.009968,               0.009968
                      6,                 2.3109,                 2.8619,                 2.6711,                0.00699,                0.02941,                0.00528,                0.00188,                 3.0387,                 14.188,                 3.8807,                0.00996,                0.00996,                0.00996
                      7,                 2.1603,                 2.6601,                  2.531,                0.41231,                0.18571,                0.10142,                 0.0351,                 2.4098,                 3.6941,                 2.8987,               0.009952,               0.009952,               0.009952
                      8,                 2.0365,                 2.4513,                 2.4116,                0.29356,                0.51133,                0.40002,                0.15945,                 2.0715,                 2.5521,                  2.574,               0.009944,               0.009944,               0.009944
                      9,                 1.9375,                 2.3421,                 2.3166,                0.36015,                0.15477,                0.15942,                0.05935,                 2.2964,                 3.3067,                 2.7168,               0.009936,               0.009936,               0.009936
                     10,                 1.8705,                   2.22,                 2.2509,                0.33921,                0.21823,                0.12685,                 0.0401,                 2.4006,                 3.2169,                 2.8599,               0.009928,               0.009928,               0.009928
                     11,                 1.8045,                  2.157,                 2.1809,                0.40034,                0.34505,                0.33864,                0.10954,                 2.2226,                 2.5271,                 2.6504,                0.00992,                0.00992,                0.00992
                     12,                 1.7807,                 2.0997,                 2.1603,                0.42692,                0.55844,                0.56864,                0.24739,                 1.7724,                 1.8597,                 2.1314,               0.009912,               0.009912,               0.009912
                     13,                 1.7592,                  2.033,                  2.101,                0.26535,                 0.3276,                0.29444,                0.12166,                 2.3284,                 3.1803,                 2.7793,               0.009904,               0.009904,               0.009904
                     14,                 1.7115,                 1.9782,                 2.0739,                0.58048,                0.59515,                0.57107,                0.26943,                   1.76,                 1.7963,                 2.1412,               0.009896,               0.009896,               0.009896
                     15,                 1.6987,                 1.9617,                 2.0494,                0.38961,                0.14338,                0.04243,                0.01619,                 2.8489,                 4.9261,                 3.2865,               0.009888,               0.009888,               0.009888
                     16,                 1.6657,                 1.9091,                 2.0269,                0.41333,                0.42431,                 0.3367,                0.12784,                 2.2708,                 2.8598,                 2.6396,                0.00988,                0.00988,                0.00988
                     17,                 1.6611,                 1.8937,                 2.0041,                 0.6241,                0.46294,                0.55802,                0.25386,                 1.8515,                 1.7549,                 2.2201,               0.009872,               0.009872,               0.009872
                     18,                 1.6564,                 1.8676,                 1.9833,                0.39715,                0.30546,                0.31051,                0.12477,                 2.0735,                 3.0402,                   2.56,               0.009864,               0.009864,               0.009864
                     19,                 1.6281,                 1.8552,                 1.9762,                0.59562,                0.35861,                0.39047,                0.16044,                 2.0661,                 2.4175,                 2.3561,               0.009856,               0.009856,               0.009856
                     20,                 1.6379,                 1.8347,                 1.9719,                0.33651,                0.30963,                0.24937,                 0.1106,                 2.0185,                 2.5271,                 2.3955,               0.009848,               0.009848,               0.009848
                     21,                 1.6223,                 1.8241,                 1.9513,                0.42339,                0.18014,                0.14441,                0.04511,                 2.3081,                 4.1154,                 2.9592,                0.00984,                0.00984,                0.00984
                     22,                 1.5874,                 1.7599,                 1.9237,                0.53445,                0.47252,                0.45262,                0.18025,                 2.0772,                 2.1225,                 2.4018,               0.009832,               0.009832,               0.009832
                     23,                 1.5952,                   1.78,                 1.9311,                0.47253,                0.50981,                0.43923,                0.18797,                 1.8597,                   2.08,                 2.2199,               0.009824,               0.009824,               0.009824
                     24,                 1.5802,                 1.7787,                 1.9281,                0.51934,                0.38679,                0.44669,                 0.2193,                 2.0066,                  2.146,                 2.3978,               0.009816,               0.009816,               0.009816
                     25,                  1.572,                 1.7523,                 1.9184,                0.69364,                0.60954,                0.65524,                0.33295,                 1.6435,                  1.606,                 2.0012,               0.009808,               0.009808,               0.009808
                     26,                 1.5594,                  1.723,                 1.8923,                0.68151,                0.33929,                0.36673,                0.13049,                 2.3908,                 2.5585,                 2.6492,                 0.0098,                 0.0098,                 0.0098
                     27,                 1.5552,                 1.7148,                 1.8985,                0.49147,                0.58216,                0.57034,                0.26034,                 1.8719,                  1.974,                 2.1981,               0.009792,               0.009792,               0.009792
                     28,                 1.5605,                 1.7132,                 1.8915,                0.71807,                0.09804,                0.12508,                0.05516,                 2.3428,                 3.8809,                 2.8286,               0.009784,               0.009784,               0.009784
                     29,                 1.5351,                 1.6787,                 1.8729,                0.47126,                0.64602,                0.64259,                0.28241,                 1.7745,                 1.7241,                 2.0238,               0.009776,               0.009776,               0.009776
                     30,                 1.5352,                 1.7057,                 1.8854,                0.86175,                0.21487,                0.39179,                0.19854,                 1.7323,                 2.3067,                  2.147,               0.009768,               0.009768,               0.009768
                     31,                 1.5481,                 1.6742,                 1.8797,                0.73486,                0.52323,                0.68174,                 0.3635,                 1.5737,                 1.4651,                 1.8678,                0.00976,                0.00976,                0.00976
                     32,                 1.5304,                 1.6425,                 1.8538,                0.62062,                0.70179,                0.70754,                0.32516,                 1.7592,                 1.5898,                 2.0782,               0.009752,               0.009752,               0.009752
                     33,                 1.5036,                 1.6437,                 1.8318,                0.18441,                0.05882,                0.01545,                0.00586,                  2.601,                 5.5763,                 3.1976,               0.009744,               0.009744,               0.009744
                     34,                 1.5206,                 1.6295,                  1.843,                0.47779,                0.48513,                0.52285,                0.20439,                 2.0406,                  2.056,                 2.3738,               0.009736,               0.009736,               0.009736
                     35,                 1.5201,                 1.6511,                 1.8537,                0.57913,                0.81557,                0.74989,                0.41903,                 1.5323,                 1.3636,                 1.8539,               0.009728,               0.009728,               0.009728
                     36,                 1.5019,                 1.6298,                 1.8456,                0.54984,                0.51696,                0.53626,                0.25364,                 1.8045,                 1.7499,                 2.0707,                0.00972,                0.00972,                0.00972
                     37,                 1.4957,                 1.6123,                 1.8337,                0.59606,                0.25994,                0.34549,                0.15245,                 2.1977,                 3.0024,                 2.4966,               0.009712,               0.009712,               0.009712
                     38,                 1.4944,                 1.5941,                 1.8168,                0.85811,                0.59856,                0.66394,                0.33757,                 1.6747,                 1.4569,                 1.9708,               0.009704,               0.009704,               0.009704
                     39,                 1.4962,                 1.6155,                 1.8243,                0.62187,                0.72526,                0.70193,                0.37829,                 1.6233,                 1.3169,                  1.894,               0.009696,               0.009696,               0.009696
                     40,                 1.5036,                 1.6022,                 1.8154,                0.54694,                0.77335,                0.68405,                0.32998,                  1.662,                 1.3771,                 1.9151,               0.009688,               0.009688,               0.009688
                     41,                 1.4876,                 1.5902,                 1.8149,                0.53752,                0.27609,                0.22933,                0.07241,                 2.3634,                 4.3143,                 2.7973,                0.00968,                0.00968,                0.00968
                     42,                  1.485,                 1.5834,                 1.8112,                0.51684,                0.50913,                0.50702,                0.23773,                 2.0697,                 1.6594,                  2.334,               0.009672,               0.009672,               0.009672
                     43,                 1.4786,                 1.5982,                 1.7908,                0.58571,                0.69413,                  0.676,                0.37363,                 1.6097,                 1.4576,                 1.8728,               0.009664,               0.009664,               0.009664
                     44,                 1.4955,                 1.5564,                 1.7992,                0.48511,                0.71757,                 0.6865,                0.38191,                 1.5312,                 1.4028,                 1.7997,               0.009656,               0.009656,               0.009656
                     45,                  1.471,                 1.5525,                  1.789,                0.40045,                0.50604,                0.49632,                0.21187,                 2.0415,                 1.9026,                 2.2456,               0.009648,               0.009648,               0.009648
                     46,                 1.4739,                 1.5399,                 1.7909,                0.49636,                0.56563,                0.59927,                0.25565,                 2.0394,                 1.6078,                 2.2741,                0.00964,                0.00964,                0.00964
                     47,                 1.4817,                 1.5621,                 1.8019,                0.40415,                0.41783,                0.40336,                0.20153,                 1.8902,                 2.4594,                  2.261,               0.009632,               0.009632,               0.009632
                     48,                 1.4516,                 1.5241,                 1.7689,                0.67727,                0.55359,                0.64663,                0.29267,                 1.7926,                 1.6282,                 2.0986,               0.009624,               0.009624,               0.009624
                     49,                 1.4476,                 1.5347,                 1.7717,                 0.7957,                0.14211,                0.30537,                0.08979,                 2.0697,                 3.9858,                 2.6292,               0.009616,               0.009616,               0.009616
                     50,                 1.4622,                 1.5596,                 1.7787,                0.66838,                0.68039,                0.69351,                0.31904,                 1.7432,                 1.5113,                 2.0625,               0.009608,               0.009608,               0.009608
                     51,                 1.4497,                 1.5263,                 1.7744,                0.59782,                0.40986,                0.52612,                0.21701,                 2.1551,                 2.4284,                 2.4293,                 0.0096,                 0.0096,                 0.0096
                     52,                 1.4439,                 1.5503,                 1.7749,                0.59832,                0.66118,                0.74392,                0.35352,                 1.7756,                   1.39,                 2.0279,               0.009592,               0.009592,               0.009592
                     53,                 1.4349,                  1.523,                 1.7602,                0.53229,                0.42761,                0.41032,                0.19868,                 1.9199,                 2.2528,                 2.2218,               0.009584,               0.009584,               0.009584
                     54,                 1.4606,                 1.5238,                 1.7673,                0.55443,                0.80661,                 0.7317,                0.38292,                 1.5565,                 1.2543,                 1.8347,               0.009576,               0.009576,               0.009576
                     55,                  1.445,                 1.5135,                  1.762,                0.68872,                0.79895,                0.77601,                0.39951,                 1.5954,                 1.3524,                 1.8492,               0.009568,               0.009568,               0.009568
                     56,                 1.4511,                 1.5097,                  1.764,                0.51312,                0.76281,                0.71446,                0.42684,                 1.4441,                 1.2642,                 1.7709,                0.00956,                0.00956,                0.00956
                     57,                 1.4535,                 1.5006,                 1.7621,                0.75173,                0.48992,                0.60096,                0.27104,                 1.8482,                 2.0002,                 2.1035,               0.009552,               0.009552,               0.009552
                     58,                 1.4454,                 1.5003,                 1.7594,                0.37004,                0.33316,                0.25848,                 0.1169,                 1.9867,                 2.9795,                 2.3484,               0.009544,               0.009544,               0.009544
                     59,                 1.4361,                 1.4904,                 1.7531,                0.65433,                 0.5856,                 0.6849,                0.31412,                 1.7739,                 1.6758,                 2.0925,               0.009536,               0.009536,               0.009536
                     60,                 1.4138,                 1.4671,                 1.7379,                0.57673,                0.69621,                0.73728,                0.35887,                 1.6728,                 1.3699,                 1.9742,               0.009528,               0.009528,               0.009528
                     61,                 1.4404,                 1.4739,                 1.7565,                0.83276,                0.65981,                0.73354,                0.37668,                 1.5377,                 1.2802,                 1.8592,                0.00952,                0.00952,                0.00952
                     62,                 1.4367,                 1.4745,                 1.7471,                0.73044,                0.23241,                0.26016,                 0.1063,                 2.3229,                 3.2539,                 2.5617,               0.009512,               0.009512,               0.009512
                     63,                 1.4374,                 1.4679,                 1.7475,                0.68756,                0.40189,                 0.3887,                0.13007,                 2.1406,                 2.6917,                 2.4223,               0.009504,               0.009504,               0.009504
                     64,                 1.4132,                 1.4665,                 1.7356,                 0.6341,                0.86305,                0.81495,                0.44526,                 1.4442,                 1.1252,                 1.7416,               0.009496,               0.009496,               0.009496
                     65,                 1.4335,                 1.4602,                 1.7507,                0.66942,                0.79644,                0.77736,                0.42736,                 1.4795,                 1.2184,                 1.8396,               0.009488,               0.009488,               0.009488
                     66,                 1.4299,                 1.4288,                 1.7415,                0.72248,                0.70571,                0.76103,                0.39051,                 1.6556,                 1.2798,                  1.916,                0.00948,                0.00948,                0.00948
                     67,                 1.4131,                 1.4475,                 1.7387,                0.56706,                0.61177,                0.69859,                0.32096,                 1.8116,                 1.5862,                 2.1252,               0.009472,               0.009472,               0.009472
                     68,                 1.4207,                  1.445,                 1.7301,                0.78664,                0.76976,                0.85726,                0.45884,                 1.5217,                 1.2328,                 1.8054,               0.009464,               0.009464,               0.009464
                     69,                 1.4127,                  1.437,                 1.7263,                 0.6275,                0.71982,                0.71746,                0.40473,                 1.4614,                  1.212,                 1.7427,               0.009456,               0.009456,               0.009456
                     70,                 1.4025,                 1.4076,                 1.7137,                0.84914,                0.60109,                0.72494,                0.40191,                 1.5767,                  1.299,                 1.9048,               0.009448,               0.009448,               0.009448
                     71,                  1.427,                 1.4405,                 1.7335,                0.54561,                0.41579,                0.39546,                0.17745,                 2.3355,                 2.5427,                 2.5539,                0.00944,                0.00944,                0.00944
                     72,                 1.4035,                 1.4293,                 1.7268,                 0.4514,                0.31431,                0.27715,                0.11844,                 2.1583,                 3.0963,                 2.5364,               0.009432,               0.009432,               0.009432
                     73,                 1.4111,                 1.4029,                 1.7136,                0.54077,                0.69458,                0.66089,                0.34784,                 1.6471,                 1.4135,                 1.9521,               0.009424,               0.009424,               0.009424
                     74,                 1.3921,                 1.4095,                 1.7154,                0.60465,                0.69928,                0.74383,                0.38712,                 1.6184,                  1.279,                 1.9425,               0.009416,               0.009416,               0.009416
                     75,                 1.4158,                 1.4361,                 1.7253,                0.34675,                0.07703,                0.01091,                0.00395,                 2.5029,                 5.7631,                  3.152,               0.009408,               0.009408,               0.009408
                     76,                 1.4105,                 1.4188,                  1.725,                0.63076,                0.70145,                0.73261,                0.41725,                  1.447,                 1.1761,                 1.7916,                 0.0094,                 0.0094,                 0.0094
                     77,                 1.3899,                 1.4031,                 1.7184,                 0.6292,                0.26094,                0.30371,                0.12731,                 2.1411,                 2.5436,                 2.6211,               0.009392,               0.009392,               0.009392
                     78,                 1.4017,                 1.4055,                  1.716,                0.70239,                0.71072,                0.76132,                0.41588,                 1.5378,                 1.0815,                 1.8314,               0.009384,               0.009384,               0.009384
                     79,                 1.4096,                  1.397,                 1.7194,                0.83487,                0.42098,                0.62302,                0.33505,                 1.6309,                 1.8313,                 1.9505,               0.009376,               0.009376,               0.009376
                     80,                 1.4048,                    1.4,                 1.7148,                0.74547,                0.63414,                0.75903,                0.39517,                 1.5487,                 1.1876,                 1.8563,               0.009368,               0.009368,               0.009368
                     81,                 1.4014,                 1.4186,                 1.7102,                0.57721,                0.79631,                0.76717,                0.36145,                 1.6522,                 1.2978,                 1.9572,                0.00936,                0.00936,                0.00936
                     82,                 1.3964,                 1.4011,                   1.71,                0.39297,                0.47242,                0.45228,                0.19529,                 2.1055,                 1.9715,                 2.3772,               0.009352,               0.009352,               0.009352
                     83,                  1.396,                 1.3962,                 1.7045,                 0.4739,                0.56772,                0.50886,                0.20719,                 1.9793,                 2.0505,                 2.3301,               0.009344,               0.009344,               0.009344
                     84,                 1.3943,                  1.407,                 1.7137,                0.54421,                0.70798,                0.68848,                0.37574,                 1.6063,                  1.289,                 1.8877,               0.009336,               0.009336,               0.009336
                     85,                 1.3818,                 1.3903,                 1.7069,                0.70407,                0.78914,                 0.8154,                0.47456,                 1.3761,                 1.1833,                  1.679,               0.009328,               0.009328,               0.009328
                     86,                 1.3913,                 1.3892,                 1.7013,                0.69201,                0.81878,                0.80472,                0.45042,                 1.4222,                 1.1056,                 1.7416,                0.00932,                0.00932,                0.00932
                     87,                 1.3812,                 1.3866,                 1.7085,                0.62546,                0.62451,                 0.6564,                0.32917,                 1.7643,                 1.3035,                 2.1119,               0.009312,               0.009312,               0.009312
                     88,                 1.3849,                 1.3775,                 1.6947,                0.70716,                0.69914,                0.75223,                0.40341,                 1.5977,                 1.1548,                 1.9087,               0.009304,               0.009304,               0.009304
                     89,                 1.3866,                   1.39,                 1.7135,                0.86675,                0.54429,                0.70895,                0.39347,                 1.5192,                 1.1825,                 1.7437,               0.009296,               0.009296,               0.009296
                     90,                 1.3747,                 1.3663,                 1.6951,                0.71132,                0.53784,                0.63676,                0.32104,                  1.713,                 1.3411,                 2.0038,               0.009288,               0.009288,               0.009288
                     91,                 1.3868,                 1.3829,                 1.6949,                 0.6312,                0.65584,                 0.6998,                 0.4077,                 1.5482,                 1.2084,                 1.8209,                0.00928,                0.00928,                0.00928
                     92,                 1.3757,                 1.3546,                 1.6888,                0.82139,                0.73629,                0.83809,                0.46062,                 1.5038,                 1.1277,                 1.7705,               0.009272,               0.009272,               0.009272
                     93,                 1.3893,                 1.3887,                 1.7039,                0.38536,                0.52806,                 0.4201,                0.19376,                 1.9542,                 2.1977,                 2.2993,               0.009264,               0.009264,               0.009264
                     94,                  1.376,                 1.3616,                 1.6981,                0.61188,                0.65705,                0.72435,                0.38312,                 1.6135,                 1.2624,                 1.8964,               0.009256,               0.009256,               0.009256
                     95,                  1.382,                 1.3745,                 1.6946,                0.51642,                0.45028,                0.49681,                 0.2524,                 1.9621,                  1.899,                 2.3214,               0.009248,               0.009248,               0.009248
                     96,                 1.3754,                 1.3582,                 1.6822,                0.58875,                0.75462,                0.76306,                0.40237,                 1.5614,                 1.2438,                 1.8895,                0.00924,                0.00924,                0.00924
                     97,                 1.3751,                 1.3633,                 1.6765,                0.61001,                0.63213,                0.64759,                0.31055,                 1.6845,                 1.3938,                 2.0117,               0.009232,               0.009232,               0.009232
                     98,                  1.378,                 1.3632,                 1.6959,                0.72917,                0.71178,                0.77205,                0.42574,                 1.5455,                 1.2794,                 1.8214,               0.009224,               0.009224,               0.009224
                     99,                 1.3764,                 1.3542,                 1.6806,                0.61528,                0.35359,                0.44607,                0.20493,                 1.9629,                 2.3001,                 2.3072,               0.009216,               0.009216,               0.009216
                    100,                 1.3613,                 1.3249,                 1.6643,                0.74694,                0.77331,                0.86937,                0.47401,                 1.5102,                 1.0213,                 1.7888,               0.009208,               0.009208,               0.009208
                    101,                 1.3691,                 1.3562,                 1.6923,                0.58761,                0.61122,                 0.6518,                 0.2919,                 1.8234,                 1.4013,                 2.1177,                 0.0092,                 0.0092,                 0.0092
                    102,                 1.3671,                 1.3682,                 1.6972,                0.63089,                0.77763,                0.79309,                0.43916,                 1.4485,                 1.0906,                 1.7464,               0.009192,               0.009192,               0.009192
                    103,                 1.3613,                 1.3403,                  1.681,                0.80726,                0.14706,                0.26318,                 0.1311,                 2.3431,                 3.9253,                 2.7308,               0.009184,               0.009184,               0.009184
                    104,                 1.3635,                 1.3311,                 1.6736,                0.86127,                0.14566,                0.22801,                0.08051,                 2.4703,                 3.3268,                 2.6615,               0.009176,               0.009176,               0.009176
                    105,                 1.3618,                 1.3358,                  1.675,                0.67227,                0.41082,                0.51658,                0.25046,                 1.9074,                 2.1841,                 2.2454,               0.009168,               0.009168,               0.009168
                    106,                 1.3643,                 1.3484,                 1.6817,                0.58162,                0.81945,                0.79299,                0.42021,                 1.5997,                 1.1998,                 1.8514,                0.00916,                0.00916,                0.00916
                    107,                 1.3588,                 1.3498,                  1.666,                0.64441,                0.76962,                0.76943,                0.42817,                 1.4786,                 1.0739,                 1.7251,               0.009152,               0.009152,               0.009152
                    108,                 1.3479,                 1.3236,                 1.6818,                0.68936,                  0.635,                0.76598,                 0.3749,                  1.664,                 1.3234,                 1.9046,               0.009144,               0.009144,               0.009144
                    109,                  1.349,                 1.3186,                 1.6622,                0.63016,                0.74393,                0.75484,                0.37435,                 1.5774,                 1.2214,                 1.8415,               0.009136,               0.009136,               0.009136
                    110,                 1.3544,                 1.3228,                 1.6652,                0.70355,                0.78782,                0.85212,                0.46839,                 1.5505,                 1.0925,                 1.8455,               0.009128,               0.009128,               0.009128
                    111,                 1.3582,                 1.3235,                  1.671,                0.74902,                0.74444,                0.78898,                0.43652,                 1.4913,                 1.0833,                 1.7828,                0.00912,                0.00912,                0.00912
                    112,                 1.3519,                 1.3111,                 1.6585,                 0.5614,                0.76025,                0.71485,                0.36257,                  1.647,                 1.1924,                 1.9724,               0.009112,               0.009112,               0.009112
                    113,                 1.3643,                 1.3187,                 1.6607,                0.66634,                0.46711,                0.53988,                0.23753,                 1.8336,                 1.6401,                 2.1143,               0.009104,               0.009104,               0.009104
                    114,                 1.3648,                 1.3149,                 1.6638,                0.59006,                0.77038,                0.72851,                0.41517,                 1.5958,                 1.1169,                 1.8695,               0.009096,               0.009096,               0.009096
                    115,                 1.3689,                 1.3209,                 1.6751,                0.39366,                0.61615,                 0.5699,                0.29426,                 1.8996,                 1.6746,                 2.2267,               0.009088,               0.009088,               0.009088
                    116,                 1.3594,                 1.3123,                 1.6662,                0.64517,                0.69463,                0.71101,                0.40293,                 1.5188,                 1.2378,                 1.8865,                0.00908,                0.00908,                0.00908
                    117,                 1.3513,                 1.3244,                 1.6577,                0.74463,                0.75252,                0.84412,                0.40918,                 1.5964,                 1.2151,                 1.8918,               0.009072,               0.009072,               0.009072
                    118,                 1.3401,                 1.2941,                 1.6583,                0.74567,                0.66294,                0.76657,                0.40636,                 1.5147,                 1.2299,                 1.8459,               0.009064,               0.009064,               0.009064
                    119,                 1.3531,                 1.3118,                  1.659,                0.68026,                0.79668,                0.75564,                0.42378,                 1.5176,                 1.1253,                 1.8142,               0.009056,               0.009056,               0.009056
                    120,                 1.3605,                 1.3069,                 1.6686,                 0.7048,                0.74282,                0.76494,                 0.4202,                 1.6272,                  1.208,                 1.8739,               0.009048,               0.009048,               0.009048
                    121,                  1.362,                 1.3126,                 1.6709,                0.56531,                0.79123,                0.74404,                0.39973,                 1.5731,                  1.139,                 1.8526,                0.00904,                0.00904,                0.00904
                    122,                 1.3472,                 1.3063,                 1.6573,                 0.7254,                 0.7492,                0.82602,                0.42553,                 1.5356,                 1.1356,                 1.8189,               0.009032,               0.009032,               0.009032
                    123,                 1.3497,                 1.2981,                 1.6655,                0.58484,                0.74517,                0.75965,                0.41267,                 1.5063,                 1.1221,                 1.8023,               0.009024,               0.009024,               0.009024
                    124,                 1.3477,                 1.2847,                 1.6599,                0.83027,                0.72671,                0.81067,                0.45453,                 1.5198,                 1.0973,                 1.8137,               0.009016,               0.009016,               0.009016
                    125,                 1.3585,                 1.3287,                 1.6645,                0.72299,                0.73348,                0.76662,                0.40287,                 1.5983,                 1.1469,                 1.8714,               0.009008,               0.009008,               0.009008
                    126,                 1.3322,                 1.2915,                 1.6465,                0.62441,                0.78205,                0.77945,                0.40952,                 1.5946,                 1.1077,                 1.8848,                  0.009,                  0.009,                  0.009
                    127,                  1.342,                 1.2896,                 1.6574,                0.57544,                0.65616,                0.67692,                0.36172,                 1.6574,                 1.2312,                 1.9463,               0.008992,               0.008992,               0.008992
                    128,                   1.33,                 1.2903,                 1.6496,                0.63524,                0.76178,                0.76599,                0.39762,                 1.5417,                 1.1829,                 1.8069,               0.008984,               0.008984,               0.008984
                    129,                 1.3364,                 1.2799,                 1.6527,                0.59238,                0.52386,                0.59776,                0.28054,                 1.8345,                 1.6287,                 2.1431,               0.008976,               0.008976,               0.008976
                    130,                 1.3449,                 1.3008,                 1.6737,                0.57741,                0.82777,                0.76895,                0.42703,                 1.5134,                 1.1025,                  1.796,               0.008968,               0.008968,               0.008968
                    131,                 1.3487,                 1.2909,                 1.6665,                0.52606,                0.73267,                0.68229,                0.33855,                 1.6017,                 1.3667,                 1.9465,                0.00896,                0.00896,                0.00896
                    132,                 1.3305,                 1.2924,                  1.641,                0.68559,                0.69296,                0.73657,                0.39628,                 1.6564,                 1.1498,                 1.9647,               0.008952,               0.008952,               0.008952
                    133,                 1.3323,                 1.2736,                 1.6384,                0.79797,                0.79204,                0.82749,                0.44976,                 1.5355,                  1.055,                 1.8069,               0.008944,               0.008944,               0.008944
                    134,                 1.3421,                 1.2926,                 1.6503,                0.68805,                0.82951,                 0.8392,                0.44423,                 1.5425,                   1.14,                 1.8245,               0.008936,               0.008936,               0.008936
                    135,                 1.3375,                 1.2897,                 1.6518,                0.64359,                0.73898,                0.80095,                0.43557,                 1.4694,                 1.1531,                 1.8181,               0.008928,               0.008928,               0.008928
                    136,                 1.3169,                 1.2458,                  1.633,                 0.5967,                0.78545,                0.78175,                0.44758,                 1.5423,                 1.1053,                 1.8604,                0.00892,                0.00892,                0.00892
                    137,                 1.3365,                 1.2752,                  1.647,                0.62755,                0.78221,                0.73686,                0.40031,                 1.5912,                 1.1585,                 1.9333,               0.008912,               0.008912,               0.008912
                    138,                 1.3237,                 1.2688,                  1.636,                0.58023,                0.56228,                0.65022,                0.31137,                 1.8163,                 1.4556,                 2.1387,               0.008904,               0.008904,               0.008904
                    139,                 1.3287,                 1.2604,                 1.6413,                0.66749,                0.84192,                0.79847,                0.45269,                 1.5112,                0.99577,                 1.8084,               0.008896,               0.008896,               0.008896
                    140,                 1.3389,                 1.2813,                 1.6486,                0.71555,                0.68103,                0.80239,                0.37628,                 1.5607,                 1.2097,                 1.8874,               0.008888,               0.008888,               0.008888
